Pattern
"((19, 16), (20, 16))"
"((72, 99), (72, 100), (73, 98), (72, 100))"
"((83, 71), (84, 71))"
"((76, 81), (76, 80))"
"((79, 91), (79, 92))"
"((74, 90), (74, 89))"
"((77, 70), (76, 72))"
"((94, 84), (93, 83))"
"((84, 71), (83, 71))"
"((79, 84), (79, 83))"
"((74, 89), (81, 100))"
"((80, 100), (81, 100))"
"((77, 90), (74, 89))"
"((79, 83), (79, 84))"
"((69, 120), (68, 119))"
"((80, 99), (74, 89))"
"((77, 90), (81, 100))"
"((84, 72), (83, 71))"
"((81, 100), (77, 90))"
"((68, 119), (69, 120))"
"((74, 89), (77, 90))"
"((79, 84), (80, 84))"
"((79, 82), (78, 82))"
"((84, 72), (84, 71))"
"((83, 71), (84, 72))"
"((76, 80), (76, 81))"
"((78, 94), (79, 93))"
"((163, 172), (163, 171))"
"((76, 72), (77, 70))"
"((78, 94), (80, 85))"
"((163, 171), (163, 172))"
"((84, 71), (84, 72))"
"((118, 182), (121, 180))"
"((81, 100), (80, 99))"
"((17, 10), (18, 11))"
"((81, 100), (74, 89))"
"((76, 97), (77, 98))"
"((78, 83), (79, 82))"
"((79, 93), (79, 94))"
"((76, 96), (77, 98))"
"((78, 82), (79, 82))"
"((80, 99), (81, 100))"
"((17, 10), (15, 14))"
"((80, 84), (79, 84))"
"((121, 180), (118, 182))"
"((82, 197), (82, 198))"
"((15, 14), (17, 10))"
"((18, 11), (17, 10))"
"((79, 92), (79, 91))"
"((79, 93), (78, 94))"
"((81, 100), (74, 89))"
"((69, 120), (68, 119), (69, 120))"
"((84, 72), (84, 71), (84, 72))"
"((76, 81), (76, 80))"
"((74, 89), (81, 100), (74, 89))"
"((118, 182), (121, 180))"
"((84, 71), (83, 71), (84, 72))"
"((15, 14), (17, 10))"
"((76, 81), (76, 80), (76, 81))"
"((163, 172), (163, 171))"
"((84, 71), (84, 72))"
"((68, 119), (69, 120))"
"((80, 99), (81, 100))"
"((84, 72), (83, 71), (84, 72))"
"((81, 100), (77, 90))"
"((163, 172), (163, 171), (163, 172))"
"((83, 71), (84, 72))"
"((17, 10), (15, 14))"
"((118, 182), (121, 180), (118, 182))"
"((17, 10), (15, 14), (17, 10))"
"((79, 84), (79, 83))"
"((74, 89), (81, 100))"
"((79, 84), (79, 83), (79, 84))"
"((84, 71), (84, 72))"
"((81, 100), (80, 99), (81, 100))"
"((74, 89), (77, 90))"
"((79, 93), (78, 94))"
"((121, 180), (118, 182))"
"((79, 83), (79, 84))"
"((83, 71), (84, 71), (84, 72))"
"((81, 100), (80, 99))"
"((76, 80), (76, 81))"
"((163, 171), (163, 172))"
"((163, 172), (163, 171), (163, 172))"
"((84, 72), (84, 71), (84, 72))"
"((118, 182), (121, 180), (118, 182))"
"((157, 175), (157, 174))"
"((89, 146), (88, 145))"
"((80, 99), (80, 100))"
"((70, 141), (69, 142))"
"((81, 96), (108, 106))"
"((87, 145), (87, 146))"
"((80, 100), (80, 99))"
"((95, 98), (96, 98))"
"((96, 99), (95, 98))"
"((105, 103), (108, 106))"
"((69, 62), (68, 63))"
"((108, 106), (82, 97))"
"((46, 126), (47, 125))"
"((82, 97), (81, 96))"
"((79, 94), (47, 126))"
"((82, 97), (108, 106))"
"((79, 94), (47, 125))"
"((68, 63), (69, 63))"
"((89, 146), (87, 145))"
"((69, 142), (70, 141))"
"((157, 174), (157, 175))"
"((132, 109), (132, 110))"
"((69, 63), (68, 63))"
"((69, 139), (69, 142))"
"((69, 142), (69, 139))"
"((80, 100), (79, 100))"
"((87, 145), (89, 146))"
"((79, 100), (80, 100))"
"((79, 139), (79, 138))"
"((69, 63), (69, 62))"
"((89, 146), (87, 146))"
"((77, 95), (76, 95))"
"((49, 111), (50, 111))"
"((96, 98), (95, 98))"
"((132, 110), (132, 109))"
"((69, 142), (69, 141))"
"((72, 61), (68, 63))"
"((82, 199), (82, 200))"
"((108, 106), (81, 96))"
"((79, 138), (79, 139))"
"((69, 62), (69, 63))"
"((87, 146), (89, 146))"
"((69, 141), (69, 142))"
"((47, 125), (79, 94))"
"((68, 63), (69, 62))"
"((87, 146), (87, 145))"
"((81, 96), (82, 97))"
"((81, 96), (108, 106))"
"((82, 97), (108, 106))"
"((68, 63), (69, 63), (69, 62))"
"((96, 99), (96, 98))"
"((69, 63), (68, 63))"
"((87, 145), (87, 146), (87, 145))"
"((68, 63), (69, 63), (68, 63))"
"((68, 63), (69, 63))"
"((79, 94), (47, 125))"
"((69, 63), (69, 62), (69, 63))"
"((157, 175), (157, 174))"
"((69, 120), (68, 119))"
"((47, 125), (79, 94))"
"((87, 146), (89, 146))"
"((89, 146), (87, 146))"
"((81, 96), (108, 106), (81, 96))"
"((96, 99), (96, 98))"
"((81, 96), (108, 106), (82, 97))"
"((87, 145), (87, 146))"
"((157, 174), (157, 175))"
"((89, 146), (87, 146), (89, 146))"
"((108, 106), (82, 97), (81, 96))"
"((47, 126), (47, 125))"
"((108, 106), (82, 97))"
"((46, 126), (47, 125))"
"((82, 97), (81, 96), (82, 97))"
"((157, 175), (157, 174), (157, 175))"
"((108, 106), (81, 96), (82, 97))"
"((96, 99), (96, 98), (96, 99))"
"((69, 62), (68, 63), (69, 63))"
"((69, 63), (68, 63), (69, 62))"
"((81, 96), (108, 106))"
"((82, 97), (108, 106), (81, 96))"
"((89, 146), (87, 145))"
"((69, 142), (69, 141))"
"((69, 62), (68, 63))"
"((87, 145), (87, 146), (89, 146))"
"((69, 63), (69, 62))"
"((108, 106), (82, 97), (108, 106))"
"((79, 94), (47, 125), (79, 94))"
"((68, 63), (69, 62))"
"((81, 96), (82, 97))"
"((69, 120), (68, 119), (69, 120))"
"((69, 63), (68, 63), (69, 62))"
"((79, 94), (47, 125), (79, 94))"
"((68, 63), (69, 63), (68, 63), (69, 62))"
"((82, 124), (81, 124))"
"((79, 125), (79, 124))"
"((60, 112), (57, 111))"
"((60, 112), (60, 113))"
"((79, 94), (78, 93))"
"((35, 45), (35, 46))"
"((60, 113), (60, 112))"
"((79, 94), (76, 89))"
"((110, 108), (111, 109))"
"((47, 140), (47, 139))"
"((79, 124), (79, 125))"
"((49, 107), (49, 111))"
"((85, 94), (86, 94))"
"((34, 45), (35, 45))"
"((47, 139), (47, 140))"
"((88, 94), (87, 94))"
"((80, 92), (79, 93))"
"((87, 94), (88, 94))"
"((35, 46), (35, 45))"
"((60, 113), (57, 111))"
"((50, 105), (49, 107))"
"((111, 109), (110, 108))"
"((49, 107), (50, 105))"
"((57, 111), (60, 113))"
"((48, 138), (48, 137))"
"((57, 111), (60, 112))"
"((57, 111), (60, 113))"
"((35, 45), (35, 46), (35, 45))"
"((87, 94), (88, 94))"
"((79, 125), (79, 124))"
"((79, 125), (79, 124))"
"((35, 45), (35, 46))"
"((79, 125), (79, 124), (79, 125))"
"((50, 105), (49, 107), (50, 105))"
"((35, 46), (35, 45))"
"((79, 124), (79, 125))"
"((50, 105), (49, 107))"
"((79, 125), (79, 124), (79, 125))"
"((79, 125), (79, 124), (79, 125))"
"((79, 125), (79, 124))"
"((47, 45), (48, 45))"
"((48, 45), (33, 39))"
"((46, 129), (45, 128))"
"((90, 143), (90, 145))"
"((73, 88), (74, 89))"
"((90, 143), (90, 144))"
"((47, 44), (37, 33))"
"((47, 112), (48, 113))"
"((59, 64), (60, 64))"
"((90, 144), (90, 145))"
"((60, 64), (62, 63))"
"((62, 63), (59, 64))"
"((89, 145), (90, 145))"
"((90, 144), (90, 143))"
"((89, 145), (90, 144))"
"((47, 44), (33, 39))"
"((74, 88), (73, 88))"
"((60, 65), (59, 64))"
"((59, 64), (62, 63))"
"((48, 45), (47, 45))"
"((60, 64), (60, 65))"
"((90, 145), (89, 145))"
"((79, 92), (79, 93))"
"((60, 65), (60, 64))"
"((90, 143), (89, 145))"
"((72, 88), (73, 88))"
"((47, 45), (33, 39))"
"((90, 144), (89, 145))"
"((80, 102), (80, 103))"
"((89, 145), (90, 143))"
"((59, 64), (60, 65))"
"((74, 89), (73, 88))"
"((60, 65), (62, 63))"
"((47, 44), (47, 45))"
"((73, 88), (74, 88))"
"((82, 94), (82, 93))"
"((62, 63), (60, 65))"
"((48, 126), (47, 126))"
"((73, 89), (73, 88))"
"((48, 113), (47, 112))"
"((82, 93), (82, 94))"
"((47, 45), (47, 44))"
"((60, 64), (59, 64))"
"((47, 44), (48, 45))"
"((62, 63), (60, 64))"
"((80, 103), (80, 101))"
"((48, 45), (47, 44))"
"((80, 101), (80, 103))"
"((47, 45), (47, 44))"
"((47, 44), (47, 45), (47, 44))"
"((90, 145), (89, 145))"
"((62, 63), (59, 64), (62, 63))"
"((60, 65), (62, 63), (60, 65))"
"((48, 45), (47, 45))"
"((62, 63), (59, 64))"
"((62, 63), (60, 65))"
"((47, 44), (47, 45))"
"((59, 64), (62, 63), (60, 65))"
"((48, 45), (47, 44))"
"((90, 144), (89, 145))"
"((90, 143), (90, 144), (89, 145))"
"((48, 45), (47, 45), (33, 39))"
"((48, 45), (47, 45))"
"((62, 63), (60, 65))"
"((89, 145), (90, 144), (89, 145))"
"((90, 144), (89, 145))"
"((90, 143), (89, 145))"
"((90, 144), (89, 145), (90, 143))"
"((59, 64), (62, 63))"
"((47, 44), (48, 45), (47, 44))"
"((90, 144), (90, 143))"
"((90, 144), (90, 143), (89, 145))"
"((90, 143), (89, 145))"
"((90, 143), (90, 144))"
"((48, 45), (47, 45), (47, 44))"
"((90, 144), (89, 145))"
"((89, 145), (90, 144), (89, 145))"
"((107, 97), (108, 94))"
"((88, 158), (93, 158))"
"((73, 97), (72, 98))"
"((73, 96), (72, 98))"
"((80, 115), (79, 113))"
"((71, 97), (73, 98))"
"((108, 94), (107, 96))"
"((73, 96), (73, 97))"
"((71, 97), (72, 97))"
"((71, 93), (73, 98))"
"((89, 158), (93, 158))"
"((72, 98), (72, 97))"
"((74, 87), (73, 87))"
"((93, 157), (89, 158))"
"((19, 3), (19, 2))"
"((19, 2), (19, 3))"
"((93, 158), (88, 158))"
"((80, 115), (80, 114))"
"((73, 98), (71, 97))"
"((77, 100), (74, 101))"
"((72, 98), (73, 96))"
"((73, 98), (72, 97))"
"((80, 114), (80, 115))"
"((73, 97), (73, 98))"
"((71, 71), (71, 72))"
"((72, 97), (73, 97))"
"((73, 97), (71, 97))"
"((73, 96), (73, 98))"
"((94, 89), (94, 88))"
"((73, 97), (72, 97))"
"((107, 96), (107, 97))"
"((93, 157), (93, 158))"
"((73, 96), (72, 97))"
"((71, 93), (72, 98))"
"((77, 101), (74, 101))"
"((73, 97), (73, 96))"
"((94, 158), (93, 158))"
"((94, 88), (94, 89))"
"((93, 158), (93, 157))"
"((72, 98), (73, 97))"
"((93, 158), (89, 158))"
"((71, 93), (73, 97))"
"((89, 158), (93, 157))"
"((80, 114), (79, 113))"
"((71, 93), (73, 96))"
"((107, 97), (107, 96))"
"((71, 72), (71, 71))"
"((107, 96), (108, 94))"
"((73, 87), (74, 87))"
"((73, 98), (73, 97))"
"((72, 97), (73, 98))"
"((73, 98), (73, 96))"
"((108, 94), (107, 97))"
"((73, 98), (71, 97))"
"((93, 158), (93, 157))"
"((107, 96), (108, 94))"
"((73, 98), (72, 97), (73, 98))"
"((93, 158), (89, 158))"
"((93, 158), (89, 158))"
"((107, 97), (107, 96))"
"((71, 93), (73, 98), (73, 97))"
"((107, 96), (107, 97))"
"((71, 93), (73, 98), (72, 97))"
"((73, 98), (73, 97))"
"((73, 97), (72, 97), (73, 98))"
"((108, 94), (107, 96), (108, 94))"
"((73, 97), (73, 98), (73, 97))"
"((71, 93), (73, 98))"
"((93, 157), (93, 158))"
"((80, 114), (80, 115))"
"((94, 88), (94, 89))"
"((73, 97), (72, 98), (73, 98))"
"((71, 93), (73, 98), (72, 98))"
"((72, 98), (72, 97), (73, 98))"
"((73, 97), (73, 98))"
"((108, 94), (107, 96))"
"((77, 100), (74, 101))"
"((72, 98), (73, 98))"
"((94, 89), (94, 88))"
"((71, 93), (73, 98), (73, 96))"
"((73, 97), (73, 98), (73, 96))"
"((80, 115), (80, 114), (80, 115))"
"((73, 98), (72, 97))"
"((94, 89), (94, 88), (94, 89))"
"((73, 98), (73, 96))"
"((107, 96), (107, 97), (107, 96))"
"((89, 158), (93, 158), (89, 158))"
"((74, 87), (73, 87), (74, 87))"
"((93, 157), (93, 158), (93, 157))"
"((94, 89), (94, 88), (94, 89))"
"((71, 93), (73, 98), (72, 97))"
"((82, 92), (81, 93))"
"((46, 45), (35, 46))"
"((46, 45), (46, 46))"
"((57, 147), (56, 144))"
"((56, 144), (57, 147))"
"((57, 146), (56, 144))"
"((82, 92), (81, 92))"
"((81, 93), (82, 93))"
"((81, 93), (82, 92))"
"((57, 111), (57, 112))"
"((67, 59), (68, 60))"
"((44, 45), (44, 46))"
"((81, 93), (81, 92))"
"((81, 92), (81, 93))"
"((82, 93), (81, 93))"
"((46, 46), (46, 45))"
"((81, 92), (82, 92))"
"((88, 184), (88, 160))"
"((82, 93), (82, 92))"
"((82, 93), (81, 92))"
"((82, 92), (82, 93))"
"((68, 60), (67, 59))"
"((79, 94), (79, 93))"
"((81, 92), (82, 93))"
"((46, 46), (46, 45))"
"((82, 92), (81, 93), (82, 92))"
"((81, 93), (82, 92))"
"((81, 93), (82, 93), (81, 93))"
"((82, 92), (81, 93), (82, 93))"
"((81, 93), (81, 92))"
"((81, 93), (82, 93))"
"((82, 92), (81, 93))"
"((46, 45), (46, 46), (46, 45))"
"((81, 93), (82, 92), (82, 93))"
"((68, 60), (67, 59))"
"((81, 93), (81, 92), (81, 93))"
"((81, 93), (82, 93))"
"((81, 93), (81, 92), (81, 93))"
"((69, 106), (77, 98))"
"((95, 127), (97, 127))"
"((157, 148), (156, 150))"
"((74, 82), (74, 81))"
"((97, 127), (96, 127))"
"((73, 100), (77, 92))"
"((30, 46), (27, 46))"
"((96, 127), (95, 127))"
"((77, 92), (73, 100))"
"((74, 81), (74, 82))"
"((47, 138), (47, 139))"
"((85, 148), (85, 147))"
"((97, 127), (95, 127))"
"((27, 46), (30, 46))"
"((97, 91), (97, 90))"
"((27, 46), (34, 46))"
"((36, 91), (35, 93))"
"((29, 94), (29, 95))"
"((29, 95), (29, 94))"
"((95, 127), (96, 127))"
"((85, 147), (85, 148))"
"((72, 68), (35, 46))"
"((97, 90), (97, 91))"
"((47, 138), (46, 137))"
"((77, 98), (69, 106))"
"((96, 127), (97, 127))"
"((156, 150), (157, 148))"
"((78, 81), (78, 80))"
"((80, 93), (79, 93))"
"((97, 127), (96, 127))"
"((157, 148), (156, 150), (157, 148))"
"((95, 127), (97, 127), (95, 127))"
"((77, 92), (73, 100))"
"((95, 127), (96, 127), (97, 127))"
"((97, 90), (97, 91))"
"((97, 127), (96, 127), (95, 127))"
"((73, 100), (77, 92))"
"((156, 150), (157, 148))"
"((29, 95), (29, 94))"
"((73, 100), (77, 92), (73, 100))"
"((97, 127), (95, 127), (96, 127))"
"((97, 127), (96, 127))"
"((97, 127), (96, 127), (97, 127))"
"((97, 90), (97, 91))"
"((97, 91), (97, 90), (97, 91))"
"((29, 94), (29, 95))"
"((95, 127), (97, 127), (96, 127))"
"((69, 106), (77, 98), (69, 106))"
"((97, 127), (95, 127))"
"((29, 94), (29, 95), (29, 94))"
"((95, 127), (96, 127))"
"((156, 150), (157, 148))"
"((157, 148), (156, 150), (157, 148))"
"((97, 99), (96, 99))"
"((68, 119), (70, 118))"
"((19, 17), (19, 15))"
"((89, 95), (90, 95))"
"((20, 18), (19, 15))"
"((88, 151), (87, 151))"
"((32, 31), (33, 31))"
"((87, 150), (88, 151))"
"((91, 95), (90, 94))"
"((33, 31), (32, 31))"
"((32, 31), (32, 30))"
"((33, 30), (32, 31))"
"((86, 150), (87, 151))"
"((80, 101), (79, 101))"
"((87, 151), (87, 150))"
"((33, 31), (33, 30))"
"((79, 101), (80, 101))"
"((143, 112), (144, 113))"
"((86, 150), (88, 151))"
"((19, 17), (20, 18))"
"((136, 136), (135, 136))"
"((87, 151), (88, 151))"
"((90, 95), (90, 94))"
"((91, 95), (89, 95))"
"((87, 150), (87, 151))"
"((132, 142), (148, 158))"
"((90, 95), (91, 95))"
"((64, 132), (63, 130))"
"((87, 150), (86, 150))"
"((90, 94), (91, 95))"
"((19, 15), (19, 17))"
"((91, 95), (90, 95))"
"((88, 151), (86, 150))"
"((70, 118), (68, 119))"
"((19, 15), (20, 18))"
"((88, 151), (87, 150))"
"((135, 136), (136, 137))"
"((90, 95), (89, 95))"
"((135, 136), (136, 136))"
"((32, 31), (33, 30))"
"((136, 137), (135, 136))"
"((33, 30), (33, 31))"
"((63, 130), (64, 132))"
"((87, 151), (86, 150))"
"((86, 150), (87, 150))"
"((51, 45), (51, 46))"
"((90, 94), (90, 95))"
"((20, 18), (19, 17))"
"((144, 113), (143, 112))"
"((91, 95), (90, 95))"
"((88, 151), (87, 151), (88, 151))"
"((20, 18), (19, 15), (20, 18))"
"((33, 31), (33, 30))"
"((86, 150), (88, 151), (87, 150))"
"((87, 151), (86, 150))"
"((19, 15), (19, 17))"
"((96, 99), (97, 99))"
"((19, 17), (19, 15), (19, 17))"
"((20, 18), (19, 15))"
"((87, 151), (88, 151), (86, 150))"
"((86, 150), (87, 151))"
"((91, 95), (90, 94), (90, 95))"
"((19, 15), (19, 17))"
"((90, 95), (90, 94), (90, 95))"
"((88, 151), (86, 150), (87, 150))"
"((20, 18), (19, 17))"
"((87, 151), (87, 150), (87, 151))"
"((97, 99), (96, 99), (97, 99))"
"((86, 150), (87, 151), (88, 151))"
"((88, 151), (87, 151), (86, 150))"
"((19, 17), (20, 18), (19, 17))"
"((19, 15), (20, 18))"
"((87, 150), (87, 151), (86, 150))"
"((88, 151), (86, 150))"
"((20, 18), (19, 15), (19, 17))"
"((19, 15), (20, 18), (19, 17))"
"((19, 17), (19, 15), (20, 18))"
"((33, 31), (32, 31), (33, 30))"
"((91, 95), (90, 95))"
"((86, 150), (87, 150))"
"((20, 18), (19, 15))"
"((90, 95), (91, 95), (90, 95))"
"((86, 150), (87, 151), (86, 150))"
"((19, 17), (19, 15))"
"((88, 151), (87, 151))"
"((33, 30), (33, 31))"
"((86, 150), (88, 151))"
"((86, 150), (87, 151), (87, 150))"
"((86, 150), (88, 151), (86, 150))"
"((87, 150), (87, 151))"
"((87, 151), (87, 150), (86, 150))"
"((86, 150), (88, 151), (86, 150))"
"((19, 15), (20, 18), (19, 17))"
"((20, 18), (19, 15), (20, 18), (19, 17))"
"((88, 151), (87, 151), (88, 151), (86, 150))"
"((20, 18), (19, 15), (20, 18))"
"((84, 149), (87, 146))"
"((83, 91), (81, 50))"
"((27, 40), (26, 42))"
"((154, 145), (154, 144))"
"((89, 142), (88, 142))"
"((83, 91), (74, 36))"
"((26, 42), (27, 40))"
"((79, 85), (80, 85))"
"((74, 36), (83, 91))"
"((87, 146), (84, 149))"
"((156, 139), (136, 144))"
"((7, 34), (8, 36))"
"((79, 85), (79, 84))"
"((80, 85), (79, 85))"
"((7, 198), (6, 198))"
"((154, 144), (154, 145))"
"((80, 85), (79, 84))"
"((154, 145), (156, 139))"
"((72, 105), (79, 111))"
"((136, 144), (156, 139))"
"((79, 84), (79, 85))"
"((6, 198), (7, 198))"
"((8, 36), (7, 34))"
"((154, 145), (154, 144), (154, 145))"
"((136, 144), (156, 139))"
"((8, 36), (7, 34))"
"((80, 85), (79, 85))"
"((7, 34), (8, 36))"
"((156, 139), (136, 144))"
"((7, 34), (8, 36), (7, 34))"
"((79, 85), (80, 85), (79, 85))"
"((97, 99), (96, 99))"
"((156, 139), (136, 144), (156, 139))"
"((80, 85), (79, 85))"
"((80, 85), (79, 85))"
"((7, 34), (8, 36), (7, 34))"
"((79, 85), (80, 85), (79, 85))"
"((156, 139), (136, 144), (156, 139))"
"((88, 94), (88, 93))"
"((29, 41), (28, 42))"
"((85, 103), (85, 104))"
"((29, 41), (30, 41))"
"((88, 93), (88, 94))"
"((79, 91), (77, 88))"
"((42, 109), (43, 109))"
"((77, 92), (77, 93))"
"((80, 92), (81, 92))"
"((87, 94), (88, 93))"
"((77, 93), (77, 92))"
"((88, 93), (87, 94))"
"((42, 110), (42, 109))"
"((29, 42), (29, 41))"
"((42, 110), (43, 109))"
"((79, 99), (79, 98))"
"((79, 98), (79, 99))"
"((42, 109), (42, 110))"
"((85, 104), (85, 103))"
"((10, 42), (11, 42))"
"((80, 92), (81, 93))"
"((28, 42), (29, 41))"
"((85, 103), (79, 98))"
"((80, 94), (82, 94))"
"((81, 92), (80, 92))"
"((11, 42), (10, 42))"
"((43, 109), (42, 110))"
"((30, 41), (29, 41))"
"((85, 104), (85, 103))"
"((79, 99), (79, 98))"
"((10, 42), (11, 42), (10, 42))"
"((79, 99), (79, 98), (79, 99))"
"((43, 109), (42, 110))"
"((43, 109), (42, 110))"
"((85, 103), (85, 104), (85, 103))"
"((81, 93), (81, 92))"
"((77, 93), (77, 92))"
"((29, 41), (28, 42), (29, 41))"
"((77, 93), (77, 92))"
"((77, 92), (77, 93), (77, 92))"
"((42, 110), (43, 109), (42, 110))"
"((88, 94), (88, 93))"
"((79, 99), (79, 98))"
"((43, 109), (42, 110))"
"((81, 93), (81, 92))"
"((83, 150), (83, 151))"
"((124, 91), (122, 89))"
"((83, 149), (83, 151))"
"((79, 93), (82, 79))"
"((110, 106), (111, 106))"
"((83, 150), (83, 149))"
"((36, 96), (34, 95))"
"((113, 50), (113, 51))"
"((111, 105), (110, 106))"
"((52, 144), (52, 143))"
"((139, 152), (139, 153))"
"((61, 148), (60, 147))"
"((111, 106), (111, 105))"
"((97, 137), (98, 136))"
"((52, 143), (52, 144))"
"((83, 151), (83, 149))"
"((83, 150), (82, 149))"
"((79, 90), (79, 89))"
"((82, 79), (79, 93))"
"((83, 149), (83, 150))"
"((138, 152), (139, 152))"
"((60, 147), (61, 148))"
"((189, 196), (188, 196))"
"((113, 51), (113, 50))"
"((110, 106), (111, 105))"
"((111, 106), (110, 106))"
"((98, 136), (97, 137))"
"((111, 105), (111, 106))"
"((112, 50), (113, 50))"
"((188, 196), (189, 196))"
"((83, 151), (83, 150))"
"((80, 89), (79, 89))"
"((113, 50), (112, 50))"
"((139, 152), (138, 152))"
"((82, 149), (83, 150))"
"((111, 106), (111, 105), (111, 106))"
"((61, 148), (60, 147))"
"((61, 148), (60, 147), (61, 148))"
"((52, 143), (52, 144))"
"((60, 147), (61, 148))"
"((113, 51), (113, 50))"
"((113, 50), (113, 51))"
"((113, 50), (112, 50))"
"((112, 50), (113, 50))"
"((83, 150), (83, 149))"
"((52, 144), (52, 143), (52, 144))"
"((111, 105), (111, 106))"
"((83, 150), (83, 149), (83, 150))"
"((189, 196), (188, 196))"
"((189, 196), (188, 196), (189, 196))"
"((52, 143), (52, 144))"
"((189, 196), (188, 196))"
"((111, 106), (111, 105))"
"((112, 50), (113, 50), (112, 50))"
"((111, 105), (110, 106), (111, 105))"
"((113, 50), (113, 51), (113, 50))"
"((111, 106), (111, 105))"
"((189, 196), (188, 196))"
"((189, 196), (188, 196), (189, 196))"
"((72, 97), (71, 97))"
"((72, 98), (72, 95))"
"((72, 95), (72, 98))"
"((15, 200), (15, 199))"
"((109, 107), (110, 107))"
"((40, 108), (38, 108))"
"((72, 97), (71, 95))"
"((74, 72), (74, 71))"
"((72, 97), (72, 95))"
"((72, 98), (71, 97))"
"((90, 77), (90, 80))"
"((110, 107), (109, 107))"
"((71, 95), (72, 98))"
"((71, 74), (74, 72))"
"((63, 167), (64, 162))"
"((72, 98), (71, 95))"
"((72, 97), (72, 98))"
"((15, 200), (14, 199))"
"((90, 76), (90, 80))"
"((66, 164), (63, 167))"
"((72, 97), (74, 71))"
"((14, 199), (15, 199))"
"((74, 73), (74, 72))"
"((15, 199), (15, 200))"
"((71, 97), (72, 98))"
"((90, 77), (90, 76))"
"((90, 76), (90, 77))"
"((72, 95), (72, 97))"
"((92, 82), (93, 98))"
"((72, 98), (74, 71))"
"((90, 80), (90, 76))"
"((74, 72), (71, 74))"
"((90, 77), (89, 77))"
"((96, 106), (96, 105))"
"((47, 137), (46, 137))"
"((71, 95), (72, 97))"
"((96, 105), (96, 106))"
"((15, 199), (14, 199))"
"((14, 199), (15, 200))"
"((63, 167), (66, 164))"
"((15, 200), (15, 199), (15, 200))"
"((72, 98), (71, 97), (72, 98))"
"((72, 97), (72, 98))"
"((73, 98), (72, 97), (72, 98))"
"((96, 106), (96, 105))"
"((72, 97), (71, 95), (72, 97))"
"((15, 200), (15, 199))"
"((72, 97), (72, 98))"
"((72, 98), (72, 95), (72, 97))"
"((109, 107), (110, 107), (109, 107))"
"((71, 97), (72, 97), (72, 98))"
"((96, 106), (96, 105), (96, 106))"
"((72, 97), (71, 95), (72, 98))"
"((71, 97), (72, 98))"
"((109, 107), (110, 107))"
"((71, 74), (74, 72), (71, 74))"
"((72, 98), (72, 97), (72, 98))"
"((72, 97), (71, 95))"
"((74, 72), (71, 74))"
"((15, 200), (15, 199))"
"((72, 98), (71, 95), (72, 97))"
"((72, 97), (72, 95), (72, 97))"
"((109, 107), (110, 107))"
"((96, 106), (96, 105))"
"((90, 76), (90, 77))"
"((15, 199), (15, 200))"
"((71, 95), (72, 98))"
"((72, 98), (74, 71))"
"((73, 98), (72, 97), (72, 98))"
"((72, 97), (72, 98))"
"((15, 200), (9, 195))"
"((46, 127), (49, 123))"
"((122, 142), (122, 144))"
"((48, 122), (49, 123))"
"((53, 103), (46, 108))"
"((15, 200), (16, 200))"
"((46, 127), (48, 122))"
"((76, 87), (76, 86))"
"((8, 195), (9, 195))"
"((102, 103), (101, 103))"
"((8, 195), (16, 200))"
"((93, 146), (93, 145))"
"((46, 126), (46, 127))"
"((9, 195), (12, 194))"
"((46, 126), (49, 122))"
"((93, 145), (93, 146))"
"((93, 144), (93, 146))"
"((49, 122), (49, 123))"
"((85, 101), (85, 100))"
"((93, 146), (93, 144))"
"((49, 122), (48, 122))"
"((46, 108), (53, 103))"
"((93, 145), (93, 144))"
"((9, 195), (8, 195))"
"((9, 195), (16, 200))"
"((9, 195), (15, 200))"
"((48, 122), (48, 123))"
"((16, 200), (12, 194))"
"((125, 186), (129, 189))"
"((129, 189), (125, 186))"
"((49, 123), (48, 122))"
"((48, 122), (46, 127))"
"((12, 175), (12, 194))"
"((46, 127), (49, 122))"
"((48, 123), (48, 122))"
"((48, 122), (49, 122))"
"((87, 91), (87, 90))"
"((46, 126), (49, 123))"
"((49, 123), (49, 122))"
"((46, 126), (48, 122))"
"((16, 200), (9, 195))"
"((46, 127), (46, 126))"
"((100, 103), (101, 103))"
"((85, 100), (85, 101))"
"((48, 122), (46, 126))"
"((16, 200), (8, 195))"
"((122, 144), (122, 142))"
"((87, 90), (87, 91))"
"((16, 200), (15, 200))"
"((93, 144), (93, 145))"
"((15, 200), (12, 194))"
"((8, 195), (12, 194))"
"((48, 122), (46, 126))"
"((49, 123), (49, 122))"
"((8, 195), (16, 200))"
"((46, 126), (46, 127), (46, 126))"
"((9, 195), (16, 200))"
"((9, 195), (16, 200), (9, 195))"
"((49, 122), (49, 123))"
"((16, 200), (8, 195), (12, 194))"
"((129, 189), (125, 186))"
"((93, 146), (93, 145))"
"((93, 145), (93, 146))"
"((9, 195), (16, 200), (12, 194))"
"((125, 186), (129, 189), (125, 186))"
"((9, 195), (16, 200))"
"((48, 122), (49, 122))"
"((46, 127), (48, 122))"
"((48, 122), (49, 123), (48, 122))"
"((48, 122), (49, 122))"
"((9, 195), (8, 195), (12, 194))"
"((8, 195), (9, 195), (12, 194))"
"((93, 144), (93, 146))"
"((9, 195), (16, 200), (15, 200))"
"((48, 122), (49, 123), (49, 122))"
"((49, 122), (48, 122), (49, 122))"
"((9, 195), (16, 200), (8, 195))"
